"Adresse";"Code_Postal";" Ville";"Pays";" Coord_GPS";" Remarque"
"rue auguste sensfelder";"63500";" issoire";"France";"45.545112, 3.239043";"Juste à l'angle de la rue Victor Hugo et de la rue Auguste Sensfelder."
"Place d'Espagne";"63500";"issoire";"France";"45.54531, 3.246282";"La boite est sur le parking, à un des angles de la halle aux grains, le long du bd Albert Buisson."
"Square Edith Piaf";"63500";"Issoire";"France";"45.550436620151686, 3.2624834775924687";"au Pré Rond, près des jeux pour enfants"
"Devant la boulangerie";"63530";"ENVAL";"France";"45.8763959, 3.1173414";
"Devant la bibliothèque";"63530";"ENVAL";"France";"45.8989339, 3.0497329";
"LA GARE";"63600";"AMBERT";"France";"45.54948994879926, 3.7350296974182133";"INSTALLEE PAR LE LIONS CLUB AMBERT LIVRADOIS ET LA MUNICIPALITE D'AMBERT"
"41 boulevard Henri IV";"63600";"Ambert";"France";"45.5493158, 3.7405424";"Boite à Lire Lions Club, située devant l annexe de la mairie"
"1 rue Cugnot";"63670";"le cendre";"France";"45.721484, 3.1935279";"cette boite se trouve dans le parc près de l aire de jeux.C'est une grande boite sur pieds en bois"
"Avenue des Pandières";"63670";"le cendre";"France";"45.7147973, 3.1867387";"Boite à lire située au bout de La Coulée Verte. A côté de l aire de jeux les PandièresBien fournie. Essentiellement de la littérature blanche éditions très anciennes, des textes religieux chrétiens, des romances et de l'espionnage."
"Mairie";"63700";"Saint Eloy les Mines";"France";"46.161138, 2.835108";"Près de la mairie sous les halles couvertes"
"Parc du Pre Madame";"63720";"Ennezat";"France";"45.89567583692329, 3.225367069244385";"Boîte à livres dans une ancienne cabine téléphonique dans le parc place du Pre Madame"
"Rue haute";"63730";"CORENT";"France";"45.6663975, 3.1938398";"Une boîte à lire dans une vieille cabine téléphonique peinte en rouge. Située dans une ancienne aire de jeux. A l entrée du village, près du musée archéologique.Bien fournie. Pour tous. Essentiellement des livres grand format."
"3, Place Onslow ";"63800";"perignat sur allier";"France";"45.7291843, 3.232891";"cette boite à lire se trouve dans une cabine téléphoniqu en face de la mairie. Très bonne rotation, Livres récents et en très bon état."
"Impasse des Dômes";"63800";"Cournon d Auvergne";"France";"45.7306898, 3.1924387";"Petite boîte très éclectique en face de la Maison du Citoyen. On y trouve pas mal de livres pratiques, de la littérature sentimentale, du polar et des récits type témoignages."
" ";"63850";"La Godivelle";"France";"45.388868, 2.924063";"Inattendue dans ce petit village, elle se trouve à la maison du parc."
"Avenue d occitanie";"63960";"Veyre monton";"France";"45.6679695, 3.1690952";"Ancienne cabine téléphonique, boîte à livres installée récemment, toutes sortes de livres, tout public"
"Rue Amédée Roussille";"64000";"Pau";"France";"43.293316,-0.3818682";"La boite à lire se trouve dans le jardin partagé de Marsan derrière le restauration à la maison en bordure du Gave de Pau."
"allées de morlàas";"64000";"pau";"France";"43.3057891,-0.3453781";"Boite à lire toujours pleine"
" 81 Avenue du Loup,  ";"64000";"Pau";"France";"43.3150754,-0.3551021";"Boite à lire située à l'intérieur de la MJC"
"Allée Anna de Noailles";"64000";"Pau";"France";"43.2949129,-0.360599";"Parc Beaumont  devant le kiosque à musique"
"rue de la Ferme aux Fées";"64000";"Pau";"France";"43.3192848,-0.3465971";"Quartier paul doumerPassez la place verdun  et la caserne  passez le coin de la croix-rouge  la boite à lire est au fond de la rue  devant un immeuble..."
"rues des Cadets";"64000";"Pau";"France";"43.3299667,-0.3713736";"13ème boîte à lire Paloise parrainée par l association « Un aller retour dans le noir » installée sur la placette située à l'angle des rues des Cadets et du Cadre Noir"
"Rue de l abbé Brémond";"64000";"Pau";"France";"43.305777, -0.3712997";"Située sur le parvis de l église St Joseph "
"Rue du Colonel Gloxin";"64000";"Pau";"France";"43.2906506, -0.3825583";"Square Mazoyer"
"Rue Bayard";"64000";"Pau";"France";"43.2970743, -0.3767008";"La boîte se trouve sur le trottoir en face du laboratoire d analyse juste à côté du parking Place de Verdun."
"Parc du Château - Basse Plante";"64000";"Pau";"France";"43.2947392, -0.3748689";"Une boîte à lire est installée dans le jardin basse plante du château de Pau. C est un parc ombragé, calme avec de nombreux banc, un endroit parfait pour bouquiner."
"Place François-Récaborde";"64000";"PAU";"France";"43.2961008, -0.3732744";"Au Hédas, La boite est au bas de la maison des architectes, à gauche du Fronton, & à gauche du petit parc à voitures. Elle fait face au sud. Voir mes photos. PAM."
"allée de la Poterne";"64100";"Bayonne";"France";"43.491341, -1.479736";"près de la plaine de jeux"
"2 quai Augustin Chaho";"64100";"Bayonne";"France";"43.4890046, -1.4741425";"devant la crèche"
"rue de Ravignan";"64100";"Bayonne";"France";"43.4908697, -1.4697684";"devant l école maternelle"
"esplanade du Polo";"64100";"Bayonne";"France";"43.4791166, -1.4984388";"près du terrain de pétanque"
"22 place des gascons";"64100";"Bayonne";"France";"43.4994714, -1.4560202";"près de la pharmacie"
"place d Albret";"64100";"Bayonne";"France";"43.4940347, -1.4658147";"près de la plaine de jeux"
"square bergeret";"64100";"bayonne";"France";"43.493077, -1.467504";"près de la pergola"
"square bergeret";"64100";"bayonne";"France";"43.493077, -1.467504";"près de la pergola"
"22 rue marengo";"64100";"bayonne";"France";"43.4907846, -1.4726305";"Kalostrape OstatuaMarengo Karrika 22aBibliothèque participative"
"rue jean moulin";"64110";"jurançon";"France";"43.2892257,-0.3929476";"La boite à lire se trouve devant la Mjc rive gauche et à côté du centre de loisirs de Jurançon. "
"6 Rue Charles de Gaulle";"64110";"Jurançon";"France";"43.2872525,-0.390684";"Installée en Mai 2016  et récemment inaugurée avec le Réseau de médiathèques de la Communauté d'agglomération Pau Pyrénées  notre boîte à lire est un outil d'échange et de liberté. Merci aux jeunes qui l'ont assemblée et décorée!"
"37 avenue du Général de Gaulle";"64110";"Mazères-Lezons";"France";"43.2788414, -0.355";"Près de la boulangerie"
"Place du Général de Gaulle";"64120";"Saint-Palais";"France";"43.3273587, -1.0324699";
"Chateau de ruthie";"64130";"Aussurucq";"France";"43.149649,-0.934107";"La boite a lire se trouve au rez de chaussé dans l'entrée du joli petit château de Ruthie  dans le village d'aussurucq dans la partie souletine du Pays Basque  au pied des montagnes. N'hésitez pas a entrer dans le château. Cette boite à lire à été crée dans un vaisselier ancien qui comme les livres qu'il contient a trouvé une seconde vie. Bel endroit. Bien fournit en livre. A visiter et a faire vivre. "
"Place de Licharre";"64130";"MAULEON-LICHARRE";"France";"43.2221887, -0.8939167";"Une jolie petite cabane en bois où choisir des livres, en déposer, et les faire circuler librement."
"Place de l Europe";"64140";"Billère";"France";"43.3054818, -0.3948414";"Si on arrive des escaliers : elle se trouve sur la gauche.Si on arrive de l esplanade : elle se trouve à droite."
"rue de la Mairie";"64140";"Billère";"France";"43.3024906, -0.3960616";"La boîte se trouve à côté de l entrée de la salle Robert Lacaze"
"Parc Mazon";"64200";"Biarritz";"France";"43.4778135, -1.5621577";"Le parc est si petit qu'on ne peut pas la manquer. Elle fait le plaisir des visiteurs venus prendre l'air."
"Rue du Béarn";"64230";"Sauvagnon";"France";"43.4000256,-0.387791";"La boite est située dans le parc Lechaud."
"2 Chemin de la Higue Belle";"64230";"Sauvagnon ";"France";"43.4000671,-0.4006085";
"8 rue Jean Jaurès";"64230";"Lescar";"France";"43.3160503, -0.4279157";"Dans le Carrefour, près de Yves Rocher"
"Place des arceaux";"64240";"La Bastide Clairence";"France";"43.4295461, -1.2560875";"Boite à lire Semez les mots à l'initiative de notre bibliothèque. Boite sans angles droits donc assez déjantée."
"Route du Bas Cambo";"64250";"Cambo-Les-Bains";"France";"43.36819096720761, -1.400086283683777";"Boite a lire située à côté d un parking et d un terrain de basket."
" ";"64290";"Bosdarros";"France";"43.209919, -0.362038";"il existe depuis quelques mois une boite à lire dans le village de Bosdarros place du Général Parlange ."
"Rue pierre bidau";"64290";"Bosdarros";"France";"43.2113025, -0.3605077";"Sur le parking à côté de l?école"
"Rue Louis barthou";"64290";"Lasseube";"France";"43.22147900822392, -0.4786777496337891";"Centre du village, près de l'église"
"3 place de la résistance";"64330";"GARLIN";"France";"43.5615851, -0.2714687";"La boîte a lire de Garlin favorise l'accès de tous à la lecture sans contrainte d'horaire, d'abonnement, de délai de restitution.Vous pouvez choisir un ouvrage dans la belle cabine téléphonique réhabilitée par la Mairie, l'emporter chez vous, en vacances ou le lire au parc.Vous pouvez le rapporter quand vous voulez dans cette boîte à lire et même y déposer des livres que vous souhaitez partager. Il est conseillé mais pas obligatoire de rapporter les documents pris pour les faire voyager auprès d'un maximum de personnes.La boite à lire est une offre culturelle complémentaire des bibliothèques de votre territoire :- Médiathèque ­de Garlin- Point lecture ­de Conchez-de-Béarn- Point Lecture ­de Portet- Point Lecture ­de Burosse-Mendousse- Boîte à lire de TaronRenseignements complémentaires : 05-59-21-42-25 (médiathèque) "
"Rue principale";"64360";"Cardesse";"France";"43.263901,-0.587356";"Parking de la mairie"
"6 place de la cathédrale";"64400";"oloron-sainte-marie";"France";"43.1882345, -0.6160865";"La boite à lire se trouve sur le trottoir en face de la cathédrale, pas loin du petit casino."
"Route du Somport";"64400";"gurmençon";"France";"43.159614, -0.5986062";"Située entre la mairie et l église , à l'arrêt de bus."
"Place Saint Pierre";"64400";"Oloron Sainte Marie";"France";"43.188465, -0.604933";"En haut de la place"
"D238";"64400";"Oloron soeix";"France";"43.1680907, -0.5930328";"Derrière l arrêt de bus"
"Rue de Sègue";"64400";"OLORON SAINTE MARIE";"France";"43.199644, -0.6018358";"à côté du parking, on la voit du rond-point, rond-point de Cazapan"
"Route de fichous";"64410";"Louvigny";"France";"43.50127, -0.455592";"Sous l'abri de bus situé juste à côté de la mairie"
"Rue des écoles";"64410";"Louvigny";"France";"43.5333488, -0.4077803";"La cabane à partage.Ici pas seulement des livres, mais tous les objets dont sur le libre échange"
"Place Centrale";"64470";"Tardets-Sorholus";"France";"43.1164186,-0.8635638";
"Place Centrale";"64470";"Tardets-Sorholus";"France";"43.1164186,-0.8635638";
"Promenade des Rochers";"64500";"Saint-Jean de Luz";"France";"43.39846, -1.661636";"Sur la promenade le long de la jetée, tout au bout, au pied de la colline de Sainte-Barbe, une autre grande boîte à livres municipale souvent pleine de livres à échanger !"
"Place du Collège";"64500";"Saint-Jean de Luz";"France";"43.3890349, -1.6605964";"Sur la place du collège, à proximité d'un des bancs, devant le magasin Larralde, une des boîtes à lire municipales vous attend - et elle est souvent remplie !"
"place saint Laurent";"64530";"Pontacq";"France";"43.1846969, -0.1151138";"La boite à lire se situe dans le jardin public près de la place Saint Laurent. Livres à prendre et /ou à déposer"
"12, rue Albert-le-Barillier , bibliothèque d Anglet";"64600";"Anglet";"France";"43.485115, -1.5132227";"Se trouve dans le hall d entrée de la bibliothèque, abonnement gratuit pour tous."
"Rue de Girouette";"64600";"Anglet";"France";"43.4712569, -1.5024687";"A côté des terrains de football, calme et tranquille"
"Rond-point de la Floride";"64700";"Hendaye";"France";"43.37035136027905, -1.7802786827087405";
"Parc d'Irandatz";"64700";"Hendaye";"France";"43.363886, -1.7713694";
"place de la Fontaine";"64800";"Bénéjacq";"France";"43.1898712,-0.2093699";"La boite est mobile elle se promène de commerces en commerces sur la place de la Fontaine  chaque professionnel indique sur sa vitrine l endroit où elle se trouve. Un marque page vous est offert."
"Place de la mairie";"64800";"Mifaget";"France";"43.115081,-0.318215";
"Rue de l eglise";"64800";"Capbis";"France";"43.1143182,-0.317977";"À côté de la salle pour tous "
"Place de la mairie";"64800";"Bruges";"France";"43.126818,-0.303795";
"1 place de l'eglise";"64800";"Capbis";"France";"43.1140977,-0.3174123";
"18 Place Gaston Phoebus";"64800";"Bruges-Capbis-Mifaget";"France";"43.1268139,-0.3043064";"La boite se situe au niveau de l'abris-bus"
"18 Place Gaston Phoebus";"64800";"Bruges-Capbis-Mifaget";"France";"43.1268139,-0.3043064";"La boite se situe au niveau de l'abris-bus"
"18 Place Gaston Phoebus";"64800";"Mifaget";"France";"43.1268139,-0.3043064";"Abri bus de la mairie"
"1, rue de l'Eglise";"64800";"Capbis";"France";"43.1140977,-0.3174123";
"La chênaie";"64800";"Igon";"France";"43.156964, -0.234809";"Cette boîte à lire ainsi que les 2 autres de village ont été mises en place par le conseil municipal des enfants d Igon"
"Place St Vincent";"64800";"igon";"France";"43.1611033, -0.2316683";"Cette boîte à lire ainsi que les 2 autres de village ont été mises en place par le conseil municipal des enfants d'Igon"
"Place de la mairie";"64800";"Saint-Vincent";"France";"43.160978, -0.1494942";"Boîte à livres toute récente, inaugurée le 11 Novembre 2017, installée dans une ancienne cabine téléphone avec aval mairie et Groupe Orange.Patrick CHARPENTIER 0663215325"
"43 rue de labat";"64800";"Asson";"France";"43.144411, -0.2534996";
"2-4 Avenue du Portou";"64990";"Saint-Pierre-d'Irube";"France";"43.479369, -1.444572";"Au dernier étage de la galerie commerciale, tout un pan de mur avec des fauteuils pas très loin pour une petite pause ..."
"rue massey";"65000";"tarbes";"France";"43.237442, 0.074046";"La boite à lire se trouve près de la buvette, devant la statue de Théophile Gauthier. "
"Jardin MASSEY";"65000";"TARBES";"France";"43.2382201, 0.0764287";"Installée par le LIONS Club Tarbes Las NeousPrès de la buvette du jardin public au centre ville."
"Chemin du lac";"65100";"Lourdes";"France";"43.1121263, -0.0775713";"À l'entrée du lac"
"Place Duthu";"65130";"Esparros";"France";"43.0774122, 0.2807868";"A côté des tables de pique-nique, au bord de l Ayguette ..."
" ";"65150";"Saint Paul";"France";"43.08368, 0.505885";
"Place";"65170";"GRAILHEN";"France";"42.846779, 0.361128";"Une lavouathèque dans l ancien Lavouadet, endroit où se lavait le linge"
"Rue Philadelphe- arrêt bus";"65200";"Gerde";"France";"43.0560798, 0.1654911";
"le bourg";"65230";"campuzan";"France";"43.271389, 0.429167";"Les commerces de proximité VIVAL installent des boites à livres devant tous leurs commerces. Félicitations, très belle réalisation."
"place Jean Jaurès";"65320";"Bordères sur l Echez";"France";"43.2585986, 0.0513466";"La première au centre de la commune, à côté des jeux pour enfants. Pratique pour les mamans qui attendent. D autres suivront dans des quartiers de la commune."
"27, avenue Adrien Hebrard";"65400";"Argeles-Gazost";"France";"43.0048661,-0.0951362";"La boite se situe dans l' entrée de l'établissement thermal"
" 10 Cami de Brouca";"65400";"Arcizans-Avant ";"France";"42.9882957,-0.104868";"La boite à lire se situe près du point d information tourisme"
"19 rue étienne-louis boullée";"66000";"perpignan";"France";"42.6982698, 2.9341628";"Boite à lire pour echanger des livres : vous posez un livre et vous en prenez un qui vous interesse."
"Rue Pascal Marie Agasse";"66000";"PERPIGNAN";"France";"42.6942099, 2.8707617";"Face à l'école d'Alembert !"
"rue des embruns";"66000";"perpignan ";"France";"42.6968382, 2.9159217";"Ancienne cabine téléphonique anglaise."
"place de sardane";"66000";"perpignan ";"France";"42.724487, 2.8805664";"Ancienne cabine téléphonique anglaise donc ROUGE"
"place des poilus";"66000";"perpignan ";"France";"42.6976362, 2.894782";
"Le p tit Mailly - 5 rue Mailly";"66000";"PERPIGNAN";"France";"42.6985985, 2.8933797";"La boîte à lire est située à l intérieur du salon de Thé ,où l'on peut, en plus, déguster des cafés et des thés divins, et déjeuner. Accueil avec le sourire et les livres."
"Chemin de la piscine";"66110";"Amélie les bains";"France";"42.474597, 2.662281";"A l entrée du parc"
"Avenue de la méditerranée";"66140";"Canet en Roussillon";"France";"42.6955813, 3.0320072";"Mise en place par le magasin Vival, en libre service devant sa devanture."
" ";"66320";"ESTOHER";"France";"42.601058, 2.48548";"Boîte à lire mise à disposition par la commune d Estoher, faisant également office d OBCZ."
"Rue de l école";"66320";"Estoher";"France";"42.6384337, 2.4851243";"Modification de l emplacement de la boite à livres d'Estoher. Elle se trouve désormais face à la mairie."
"Place des souvenir d enfance";"66440";"Torreilles";"France";"42.7543914, 2.9940331";"Juste en face de l office du tourisme "
"camping mar i sol";"66440";"torreilles";"France";"42.7694298, 3.0337783";"Les commerces de proximité VIVAL installent des boites à livres devant tous leurs commerces. Félicitations, très belle réalisation."
"Complexe Omega, rue des Cyclades";"66470";"Sainte marie la mer";"France";"42.7340983, 3.035463";"Boîte installée contre le bâtiment Oméga"
"dans le village";"66470";"Sainte marie la mer";"France";"42.728548, 3.014911";"Devant la poste"
"office de tourisme";"66471";"Sainte marie la mer";"France";"42.734103, 3.035477";"Installée devant l office du tourisme"
"place de la République";"66500";"Codalet";"France";"42.617849,2.423126";
"Quai Pierre Forgas";"66660";"Port-Vendres";"France";"42.51744, 3.106307";"Sur le Quai Pierre Forgas et Quai François Joly"
" ";"66700";"Saint Nazaire";"France";"42.668676, 2.991185";"Dans le parc bicentenaire. Mise en place ce jour 1/06 par l association l'oyat Nazairien, fabriquée , décorée et documentée par M Alain Sicre. Nous espérons un bon fonctionnement."
"Rue Porte Neuve, 73";"6700";"Arlon";"France";"49.685164, 5.8155821";
"Parc de L'Orangerie";"67000";"Strasbourg";"France";"48.5918794,7.7759099";
"Allée du Schluthfeld";"67000";"Strasbourg";"France";"48.5697106,7.7523284";"Une boîte à livres se trouve devant le jardin partagé Le lombric hardi"" le long de la ligne de tram entre la place du Schluthfeld et la rue de Lunéville."
"1 rue de l académie";"67000";"strasbourg";"France";"48.5818698, 7.7588521";"Dans le jardin de la HEAR Strasbourg, une boite à lire plutôt imposante!"
"Square Saint-Jean";"67000";"Strasbourg";"France";"48.584914, 7.739731";"La boîte à livres la plus proche de la gare."
"Place de pierre";"67000";"Strasbourg";"France";"48.5901787, 7.7445468";"Mise en place par l'association Envie de quartier"
"Rue du jeu des enfants";"67000";"Strasbourg";"France";"48.58352049271566, 7.741971015930177";"Au croisement avec la rue Gustave Doré"
"Place du foin";"67000";"Strasbourg";"France";"48.5796941, 7.7615708";"Dans le bar ""Le Chariot"""
"Place Jeanne Helbling";"67000";"Strasbourg";"France";"48.5736289, 7.76149";
"14 rue Sainte-Barbe";"67000";"STRASBOURG";"France";"48.5818517, 7.7454274";"Au Trolley. Choix très diversifiés et à disposition libre..."
"41 rue de la Ziegelau";"67100";"STRASBOURG";"France";"48.5648305,7.7670934";"Intégrée dans la palissade devant l immeuble Ecol'khoze. "
"Place Jeanne Helbling";"67100";"STRASBOURG";"France";"48.5736289, 7.76149";"Entre le centre commercial Rivétoile et le cinéma UGC Cité Cité, tout près de la Médiathèque Malraux, depuis juin 2018Gérée par l Association des Résidents Etoile Malraux "
"8 avenue de Normandie";"67100";"STRASBOURG";"France";"48.5496995, 7.7528199";"Dans le jardin interreligieux  L Oasis de la rencontre"", derrière L'église St Vincent  de Paul et tout près de la Médiathèque de la Meinau"
"Place Jeanne HELBLING";"67100";"STRASBOURG";"France";"48.5736289, 7.76149";"Gérée par l Association des Résidents Etoile Malraux"
" rue du Hahnenberg";"67117";"ITTENHEIM";"France";"48.6045635, 7.5907805";"grande boite fixée au mur de la poste"
"1 Rue du Hahnenberg";"67117";"Ittenheim";"France";"48.6052065, 7.5921668";"près du bureau de Poste rue du Hahnenberg"
"1 Rue du Hahnenberg";"67117";"Ittenheim";"France";"48.6052065, 7.5921668";"près du bureau de Poste rue du Hahnenberghttp://www.ittenheim.fr/fr/actualite/156178/boite-livres-ittenheim"
"Rue de la gare";"67120";"Ernolsheim sur Bruche";"France";"48.55909946717044, 7.56659746170044";"Derrière la salle omnisports, sur le terrain de promenade, dans une ancienne cabine téléphonique"
"8 Rue des Soeurs";"67120";"SOULTZ-LES-BAINS";"France";"48.5719294, 7.4854311";"Etagère située à l entrée de la bibliothèque sur la droite , accessible aux heures d'ouverture"
"Rue principale";"67140";"Bourgheim";"France";"48.4185022, 7.4956838";"A côté de l école primaire."
"place du château de la Rebmatt";"67150";"Erstein";"France";"48.4199655, 7.6675177";"L'arbre à livres se situe devant la médiathèque intercommunale Denise Rack-Salomon."
"16 Rue de la Gare";"67170";"Brumath";"France";"48.7328489, 7.7003918";"devant l'abri à vélos de la gare."
"Passage des lavoirs";"67190";"Mutzig";"France";"48.5372758, 7.4560581";
"172 rue de général de Gaulle";"67190";"Dinsheim-Sur-Bruche";"France";"48.541611, 7.4178432";"Grande boite à lire en forme de maison. Plein de livres à lire."
"9 rue Marcel Pagnol";"67205";"Oberhausbergen";"France";"48.6029245, 7.7015831";
"rue principale";"67206";"MITTELHAUSBERGEN";"France";"48.6139456, 7.6912445";"sur le mur caserne des pompiers"
"rue de la gare";"67210";"Obernai";"France";"48.4620911,7.4884334";"Boite à lire proposée par la Ville d'Obernai. "
"1 Place de l'Église";"67240";"Oberhoffen-sur-Moder";"France";"48.7828114, 7.8633677";"Cabane à livres installée dans la commune de Oberhoffen-sur-Moder."
"rue altwiller";"67260";"harskirchen";"France";"48.9343136, 7.038187";"C est à Harskirchen 67260 devant la boulangerie La Huche à Pain, rue Altwiller"
"rue Principale - Zoebersdorf";"67270";"Geiswiller-Zoebersdorf";"France";"48.7880519, 7.5045618";"Petite boîte à lire, ou à livres, installée sous l abri-bus scolaire. Il y a un banc, vous pouvez vous y installer pour consulter les ouvrages avant de décider de les emporter, ou non."
"Place des fêtes";"67280";"Urmatt";"France";"48.5403936, 7.3454136";"Petite boîte à lire située dans le parc de la ville."
"Square du Château";"67300";"Schiltigheim";"France";"48.6032688,7.7500573";
"13 rue de saint Dié ";"67300";"Schiltigheim";"France";"48.6108962, 7.7460472";"La cabane à livres."
"Parc du chateau";"67300";"Schiltigheim";"France";"48.6013565, 7.750078";"Grande boite dans un parc pour enfant"
"rue de Sarrebourg";"67300";"SCHILTIGHEIM";"France";"48.608170919390595, 7.747850418090821";"La cabane de Denis, au début de la rue"
"2, Rue de l école";"67310";"TRAENHEIM";"France";"48.5952719, 7.4692164";"Boite a livres de petite taille , fermée et accrochée sous un abri a l arrière de l'école , coté Mairie."
"Place de la Fontaine";"67310";"TRAENHEIM";"France";"48.5947569, 7.4653875";"Grande boite à livre située sous l'abribus, à côté de la place de la Fontaine"
"Place de la fontaine";"67310";"Traenheim";"France";"48.5947569, 7.4653875";"Grande boîte à livre située sous l arrêt de bus, à côté de la fontaine."
"154 rue du Cercle";"67310";"Balbronn";"France";"48.5840421, 7.4352907";"Grande Boîte de bricolage en plastique avec étagères. Devant maison particulière"
"154 rue du cercle";"67310";"Balbronn";"France";"48.5840421, 7.4352907";"Grande boîte de bricolage en plastique avec étagères. devant maison particulière"
"26 rue principale Graufthal";"67320";"Eschbourg";"France";"48.8196659, 7.2798022";"Un lire service dans un abri bus en bois, très typique, très alsacien, on adore !"
"rue de Bouxwiller";"67330";"neuwiller les saverne";"France";"48.8221097, 7.4092076";"Boite à lire au niveau de l'arrêt de bus."
"Place du château ";"67330";"Bouxwiller ";"France";"48.825576, 7.4827585";"En face de la mairie, place du château "
"Gare d Ingwiller";"67340";"Ingwiller";"France";"48.8722585, 7.4772308";"La boite est située à côté du distributeur de billets SNCF, à la gare d Ingwiller"
"Parc naturel régional des Vosges du Nord";"67340";"Ingwiller";"France";"48.871557, 7.480032";"Boite à lire au niveau de la gare, du côté quai."
"54 rue principale ";"67350";"Buswiller ";"France";"48.8201311, 7.5594326";"Derrière la mairie, sous un arbre "
" 51 rue principale ";"67350";"Schalkendorf ";"France";"48.8324619, 7.5602786";"Sous l abri bus "
"15 rue de l église";"67370";"Wintzenheim";"France";"48.6586101, 7.5136869";"Face a la mairie, a l intérieur d'un abri pour voyageurs"
"Rue de l école";"67370";"KLEINFRANKENHEIM";"France";"48.6584278, 7.5832988";"grande boite a lire sous un préau"
"Rue Paul BUCHER";"67370";"AVENHEIM";"France";"48.6710975, 7.5526058";"Sous le préau a gauche de la mairie"
"promenade du Girlenhirsch";"67400";"Illkirch Graffenstaden";"France";"48.516187, 7.706628";"A l entrée du parc animalier de Friedel"
"90 rue principale";"67430";"LORENTZEN";"France";"48.9524048, 7.1766931";"Sur le site de l’association la Grange aux Paysages (association d’initiation à la culture et à la nature) près des locaux de l’Office de Tourisme d’Alsace Bossue. Elle est accessible 24/24h et 7/7j."
"Rue principale";"67440";"Schwenheim";"France";"48.7126012, 7.4115614";"Elle est de couleur mauve et se trouve sur le petit parking devant la mairie."
"rue principale";"67440";"DIMBSTHAL";"France";"48.67403, 7.36029";"croisement avec la rue de la fontaine - cabine téléphonique"
"2 rue de Mundolsheim";"67450";"Lampertheim";"France";"48.6503238, 7.7002965";"Une ancienne cabine téléphonique délaissée, transformée en boite à lire pour livres voyageurs !"
"1 rue de l'église";"67490";"Lupstein";"France";"48.7362383, 7.4849501";"Super sympa et pleine de livres...."
"10, rue du Feu";"67495";"TRUCHTERSHEIM";"France";"48.6628017, 7.6031598";"petite boite dans le parc des droits de l homme"
"Rue de la Vieille Ile";"67500";"HAGUENAU";"France";"48.8154829,7.7863825";"Elle se trouve près du parking "
"Place Désiré Brumbt";"67500";"HAGUENAU";"France";"48.8137872,7.7828441";"La boîte se situe près de la cage à oiseaux et de l aire de jeux dans le parc de la Gare"
"10 rue des roses";"67520";"marlenheim";"France";"48.6240396, 7.4892772";
"2, rue des Roses";"67520";"Marlenheim";"France";"48.6242291, 7.490584";"Très belle boîte à livres située devant la chapelle protestante, régulièrement entretenue et rangée."
"place du Général de Gaulle ";"67540";"OSTWALD";"France";"48.5433624,7.7098846";"En face de l'église"
"Rue de l'île des Pêcheurs";"67540";"OSTWALD";"France";"48.5499234,7.7199461";"Près de la mairie."
"9 rue du Général de Brauer";"67560";"ROSHEIM";"France";"48.4951089,7.4682058";"Le panier se trouve dans l'entrée de la Médiathèque de Rosheim. N'est accessible qu'aux horaires d'ouverture de la Médiathèque."
"9 Rue Gal Brauer";"67560";"ROSHEIM";"France";"48.4951089, 7.4682058";"Une boite à livres, qui ressemble à un grand nid , située à l entrée d'une très jolie médiathèque"
"Place du Général de Gaulle";"67570";"ROTHAU";"France";"48.4571303, 7.2076004";"Grande boite à livre située entre le coiffeur et la Taverne Alsacienne, face à l église"
"rue Melsheim";"67600";"Selestat";"France";"48.2565631, 7.4541013";"Une etagere protegee par..un rideau de douche! En fonction depuis plusieurs annees."
"Place de la mairie";"67620";"Soufflenheim ";"France";"48.829795, 7.958663";"Banc à livres"
"Place de la république";"67630";"Lauterbourg";"France";"48.9751211, 8.1786011";"En face de la poste près du kiosque."
"rue du Bourg";"67640";"FEGERSHEIM";"France";"48.489147, 7.6911551";"Dans la parc entre l EHPAD du Gentil'Home et la Rue de Neuchâtel, au niveau du terrain de jeux"
"Place Général de Gaulle";"67670";"Wittershein";"France";"48.7576889, 7.6420037";"Boite installée depuis juin 2017."
"Parc";"67700";"Waldolwisheim";"France";"48.6214338, 6.9835773";"Toute nouvelle boîte à livres, contre la petite maison dans le parc."
"Ecluse";"67700";"SAVERNE";"France";"48.741795, 7.36052";"Mise en place avec l aide de la Ville depuis près de deux ans par deux habitantes de Saverne s'occupant par ailleurs des Incroyables Comestibles ,d'où le tournesol"
"rue de l école";"67750";"scherwiller";"France";"48.2866044, 7.418105";"devant la bibliothèque"
"Place de la Mairie";"67860";"Boofzheim";"France";"48.3319121, 7.6802766";"Elle est à côté de l'école maternelle, en face de la boulangerieAvec un petit banc pas loin parfait pour manger son petit pain en lisant un bon livre !"
"100 avenue d'Alsace";"68000";"COLMAR";"France";"48.0699052,7.3651811";
"78 avenue de la République";"68000";"Colmar";"France";"48.0726603,7.3482422";"Boîte transparente en forme de maisonnette. Elle se trouve devant l Association Espoir."
"6 Avenue de la République";"68000";"Colmar";"France";"48.077758, 7.3531456";"Situer sur la Place Rapp, entre la Caisse d Epargne et le Café Rapp"
"Avenue de la République";"68000";"Colmar";"France";"48.0749662, 7.3507768";"À l entrée du parking souterrain Place Rapp"
"29 rue de la Sinne";"68100";"Mulhouse";"France";"47.7446271,7.3380148";"La boîte  de couleur rose  se trouve face aux jeux pour enfants à l'intérieur du parc Steinbach."
