Adresse;Code_Postal; Ville; Pays; Coord_GPS; Remarque
56 Rue Armand Gayral,;33700;Mérignac;France;44.8355927, -0.6202753;La boîte a été installée par la municipalité à la glacière
Palce de la Fontaine d Arlac;33700;Mérignac;France;44.8268319, -0.6245851;Cette Boîte a été installée par la municipalité de Mérignac.
Parc du vivier;33700;Mérignac;France;44.8449444, -0.6554674;Cette Boîte a été installée par la municipalité de Mérignac.
Carrefour de la Boetie;33460;Arsac;France;44.9769689, -0.627524;Cette boîte à livres a été installée par la municipalité d Arsac en juin 2015, avec la volonté de favoriser le partage littéraire.
65 RUE GEORGES BIZET;69150;DECINES;France;45.7759502, 4.9668619;Juste en face de l entrée de l'espace Berthaudiere vers la prairie et le skate park
Place Morvan;56630;Langonnet;France;48.103305, -3.4912994;Boite à livre normale située sur la place
Boulevard Philippe Jourde;13620;CARRY LE ROUET;France;43.331835, 5.150934;Elle est située pas loin du Casino. C est le Rotary Club qui l'a mise en place.
place Foch;76130;Mont-saint-Aignan;France;49.4241177, 1.0582408;La boîte se trouve sur la petite place devant l église. Elle est toujours bien remplie !
Rue du Bois Rollet;18570;Le Subdray;France;47.008922, 2.298043;Près de la mairie sous le préau, à droite de la petite porte de l école.
place de la mairie;39570;Gevingey;France;46.6367124, 5.50726;Deux boites à lire : une pour adulte et une pour enfant. Dans des anciennes ruches près de la boulangerie.
15 avenue des Broussailles;06400;Cannes;France;43.563616, 7.004964;Dans le Hall de l'hôpital de Cannes.A gauche en entrant face à l'accueil principal..
Centre commercial Auchan;62000;Arras;France;50.2999308, 2.7320165;Elle se trouve dans la galerie commerciale entre les caisses et les boutiques,  au milieu de l'allée c'est une grande arche en bois
Mairie;62218;Loison-sous-Lens;France;50.4382364, 2.8682628;disposer devant la mairie depuis le 14 novembre 2017
8 rue de la pouge;87310;Saint-Auvent;France;45.8044375, 0.9320029;En face de la maison de païs
route du Barrioz;74370;ARGONAY;France;45.9432128, 6.1377294;Située dans une ancienne cabine téléphonique face à la mairie.
route du Parmelan;74370;ARGONAY;France;45.9400768, 6.1398775;Située dans une ancienne cabine téléphonique sur le parking de la salle polyvalente
Boulangerie de Nouzilly;37380;Nouzilly;France;47.544467, 0.7442905;La boîte à livres à était créer par la bibliothèque et la mairie de Nouzilly, elle se trouve au niveau de la poste et de la boulangerie.
rue du Général Bruncher;17450;Fouras;France;45.9868359, -1.0964529;La boîte à lire se situe devant la Médiathèque à deux pas du Fort Vauban. Elle a été construite par les Amis de la bibliothèque.
 ;66320;ESTOHER;France;42.601058, 2.48548;Boîte à lire mise à disposition par la commune d Estoher, faisant également office d OBCZ.
Rue du Château;94150;Rungis;France;48.74927075381444, 2.347941398620606;Dans le parc de la mairie.
Place de l Eglise 3;1772;Grolley;Suisse;46.8334272, 7.0712846;En face de l Eglise du village de Grolley
Le Bourg;24330;Saint Geyrac;France;45.1107118, 0.9141495;Au nord d'un étang dans un cadre de campagne magnifique et facile d'accès.
Gare de Hazebrouck;59190;Hazebrouck;France;50.7250474, 2.5414763;La boîte se situe sur le parvis de la Gare.
Parc de La Plantade;34500;BEZIERS;France;43.3439715, 3.2079253;Sur la droite 20 m après la grille d'entrée du parc
Gare Épone Mezieres;78680;Épone Mézières;France;48.9632032, 1.8086739;Mise en place par le Lions Club
Place du Marché;86160;GENCAY;France;46.3736165, 0.4044572;Proche de la Mairie, dans une ancienne cabine téléphonique.
Place de la Halle;10400;Nogent-sur-Seine;France;48.4923815, 3.4971195;à l intérieur de la Halle - accessible aux heures d'ouverture du marché
1 Avenue Pasteur;10400;Nogent-sur-Seine;France;48.4926756, 3.5024613;A l intérieur du cinéma Lumière
2 place Thiers;13430;Eyguières;France;43.695352, 5.0307342;Au niveau des Ateliers Agora sur fenêtre à gauche de la vitrine.
rue du Port;29570;Roscanvel;France;48.3144305, -4.5481575;Près de l église et de la poste, face à la crêperie
Chef lieu, près de l Office du tourisme;74440;MORILLON;France;46.082741, 6.677681;Conçue et fabriquée par l Association Villages & partage
Rue de la Viguerie;07380;MEYRAS;France;44.6809683, 4.2666959;Réalisée par l'association En Quête de découverte
Square Odette Seveur;35000;Rennes;France;48.1173421, -1.7075198;[ADRESSE INTROUVABLE] La boîte est sur le côté gauche de la place.
Rue de la Viguerie;07380;MEYRAS;France;44.6809683, 4.2666959;[DOUBLON] Réalisée par l'association En Quête de découverte
14 boulevard Newton;77442;Champs sur marne;France;48.8427353, 2.5871105;Armoire dans le hall de l ifsttar, accessible à tous.
Avenue beausoleil;13821;La penne sur huveaune;France;43.2772569, 5.5171839;A l extérieur devant la médiathèque une cabane a livres
Avenue beausoleil;13821;La penne sur huveaune;France;43.2772569, 5.5171839;A l extérieur devant la médiathèque une cabane a livres
1071 Rue de la Lys;62840;Sailly-sur-la-Lys;France;50.6580207, 2.769562;La boîte à lire se situe à l'entrée de l'aire de jeux pour enfants au fond du parking de la mairie de Sailly sur la Lys.
3280 rue de la Lys;62840;Sailly-sur-la-Lys;France;50.6614602, 2.7980195;La boîte à lire se situe devant la grille d'entrée de l'école maternelle Jacques Prévert.
mairie;50470;Tollevast;France;49.5737328, -1.627036;Sur le parking de la mairie
port;44360;Cordemais;France;47.283346, -1.8731685;Entrée du grand lac à côté du port.
Chemin de Montravel;42390;Villars;France;45.4755009, 4.3499388;A l'intérieur du centre commercial Auchan, près de l'entrée de la cafet
2 rue de l'Ancienne Église;42140;La Gimond;France;45.557572, 4.409452;A l'intérieur du café associatif Caf'And Co
Mairie de Chauzat;87420;Sainte Marie de Vaux;France;45.8732247, 1.0420509;Installée sur la facade de la Mairie de Chauzat
VIVILLE;16430;CHAMPNIERS;France;45.703166, 0.235415;Elle se trouve place de la Chapelle a Viville, sur le parking à côté de l espace vert.
Mail de l'Île de France;91090;Lisses;France;48.6121768, 2.4170344;Juste à côté de la médiathèque Colette
Rue du 11 novembre;37520;LA RICHE;France;47.3875387, 0.6588857;La boîte se trouve sur la place, à côté de la pharmacie.
Jardin Botanique;37000;Tours;France;47.386163, 0.66701;La boîte se trouve près de l entrée Bretonneau, en face du café.
place Daniel Meyer;91310;Montlhéry;France;48.638977, 2.2725959;Dans la petite cour en face de la Bibliothèque municipale
parc de la  MAIRIE;16470;Saint-Michel;France;45.6467099, 0.1518812;Grande boite à livre municipale en bois  située derrière la mairie sur la promenade pietonne
Place des tilleuls;49150;Le guedeniau;France;47.4948425, -0.0465208;Ancienne cabine téléphonique
1 Rue Blanche de Castille;91310;Montlhéry;France;48.636779, 2.2701318;A l entrée de la mairie, côté parking, à côté des panneaux d informations de la ville
rue du Soleil d Or;49150;Cuon;France;47.4789681, -0.1017499;Ancienne cabine France TelecomParking
5 Place Orgerie;49150;Baugé;France;47.5406146, -0.10024;Réfrigérateur pour nouvelles fraichescentre culturel René D Anjou 
Parce de l'hotel De ville;41190;Herbault;France;47.6041698, 1.1395027;En face du fleuriste, boîte couverte d?un arc en ciel
Place de la Grande Roize;02150;sissonne;France;49.5726033, 3.8932325;Belle boîte à lire se trouvant près de bancs afin de pouvoir lire sur place.
Bousquet de l'étang;22800;Quintin;France;48.401414368619605, -2.90814757347107;
rue de l Ancienne Poste;6900;Marloie;Belgique;50.2020918, 5.3180389;1ère boite à lire du village, elle est stratégiquement posée sur le muret de l école. Elle est accessible pour les élèves mais aussi pour les habitants du village ou gens de passage.
Rue de Beauvais;60480;Froissy;France;49.563745, 2.217766;Boîte à lire à côté de la supérette du village
35 avenue de la victoire;70000;Echenoz la Méline;France;47.6117864, 6.1493357;Petit boîte à livre. Type boîte au lettre en un peu plus grosse
4 chemin de poulgao;29900;Concarneau;France;47.8648403, -3.8994121;L'armoire à trésors sert aussi de boite à lire.
avenue de Castres;81700;Puylaurens;France;43.5696128, 2.0170426;Sous l abris-bus!
rue ROBELIN;59730;marck;France;50.9827181, 1.9679158;face a l église a 50 metre
rue principale;37390;saint roch;France;47.4440883, 0.5821049;parking de la boulangerie
gare;62180;Rang du fliers;France;50.4157583, 1.6481823;Juste devant la gare
Chef lieu;74540;Chapeiry;France;45.832501, 6.034964;Devant la boulangerie-épicerie  L échappée Belle"
64 route d Olivet;45100;Orléans;France;47.8834976, 1.9038785;Maison de la Nature et de l EnvironnementPrenez, lisez, échangez...
Rue des Bois Blancs;59000;Lille;France;50.6311456, 3.0257534;à coté de l église
Place Stalingrad;91430;IGNY;France;48.7327455, 2.2210841;Sous le porche - devant l entrée du Marché de la Ferme
14 rue de charbonnel;43120;Monistrol sur loire;France;45.2936842, 4.1718555;Boite a lire dans le café
Jardin Marcel Pagnol;30200;Bagnols-sur-Cèze;France;44.159524, 4.6216318;2 boîtes dans le jardin, près des jeux pour enfants : une pour les adultes, une pour les enfants.
Parc pasteur;45000;Orléans;France;47.9073826, 1.9115405;C est une grande boite transparente, à côté des bancs entourant le petit lac.
Rue de l ancienne poste N°5;6900;Marloie;Belgique;50.2020918, 5.3180389;1ère boite à lire du village, elle est stratégiquement posée sur le muret de l école. elle est accessible pour les élèves mais aussi pour les habitants du village ou gens de passage.
1 place de la mairie;51220;THIL;France;49.3223143, 4.0025089;La boîte à lire est installée sous le porche de la mairie de THIL, petit village situé à côté de REIMS, dans la Marne
Rue du Feu de la St Jean;78690;Les Essarts le roi;France;48.7186653, 1.8930147;Devant la Poste
rue de la Poudrière;81000;Albi;France;43.91494442103702, 2.1324151754379277;Cette boîte à livres se trouve au sein d un jardin Incroyables Comestibles ou des bancs-bacs ont été installés : on peut lire en grignotant de la salade !
Rue Charles Dupuis, 118;7390;Quaregnon;Belgique;50.4433028, 3.8685701;Nos boîtes se trouvent dans l accueil du Cpas, et sont accessibles du lundi au vendredi de 8h00 à 16h00. Nous avons réalisé 3 boîtes, une à destination des enfants, une pour ados et une pour  adultes.
Rue Charles Dupuis, 118;7390;Quaregnon;Belgique;50.4433028, 3.8685701;Dans l'accueil du Cpas, accessibles du lundi au vendredi de 8h à 16h. Il y a 3 boîtes : une pour enfants, une pour ados, et une pour adultes
1 avenue du dr butaud;23400;Bourganeuf;France;45.9538437, 1.757138;Proche de la tour Zizim et du cinéma place du Mail
Rue Ernest Renan;22220;Tréguier;France;48.7886146, -3.2273245;Face au numéro 43
Avenue de Verdun;92250;La Garenne Colombes;France;48.9052866, 2.2344977;Théâtre de la Garenne coté droit
place Jean Jaurès;65320;Bordères sur l Echez;France;43.2585986, 0.0513466;La première au centre de la commune, à côté des jeux pour enfants. Pratique pour les mamans qui attendent. D autres suivront dans des quartiers de la commune.
Rue d Orient;77320;La Ferté Gaucher;France;48.781543, 3.307729;Devant l école primaire
Rue de l'Océan;85520;Jard sur mer;France;46.4124626, -1.5783541;Dans le Jardin de l espace culturel, la boite à lire est une grande armoire vitrée située dans les jardins de la bibliothèque municipale juste derrière le jeux d échecs géant.
437 avenue Napoléon Bonaparte;84800;l Isle sur la Sorgue;France;43.927385, 5.0515971;Dans le Hall d accueil du Centre Social et Culturel de la Cigalette 
Rue Carnot;84800;l Isle sur la Sorgue;France;43.9190553, 5.0504343;Petite boite qui se trouve à l intérieur de la Mairie,  salle d'attente, face à l'accueil
29 Route de Montreuil;80120;Villers sur Authie;France;50.3148459, 1.6941466;Petite boîte à lire de couleur rouge, à proximité du camping
Office du Tourisme - Place de l Eglise;84800;L'Isle sur la Sorgue;France;43.920039, 5.051678;La boite se trouve à l'intérieur de l'Office de Tourisme
Boulevard maritime;80120;Fort Mahon;France;50.3241947, 1.546363;Elle se trouve sur l héliport devant le centre de secours.
Route du Château;74290;Alex;France;45.89037033985487, 6.241489648818971;Sur le chemin de l école
Photo à ajouter;84800;L Isle sur la Sorgue;France;43.928874, 5.062042;
134 chemin de Saint Jean;84800;L Isle sur la Sorgue;France;43.9271213, 5.0476571;Sur le trottoir dans un vieux four micro ondes
champgrenon;71850;Charnay-Lès-Mâcon;France;46.310891, 4.7965102;Dans le centre de loisirs
Galerie AUCHAN Espace Soleil;84000;Le Pontet;France;43.9824244, 4.8802033;La boite se trouve au bout de la galerie espace soleil face à l entrée de la FNAC au milieu.
chemin de Gravières;69420;TUPINS ET  SEMONS;France;45.483099, 4.7887667;A l angle route de Lyon et chemin des gravière
biocoop moutiers;73600;moutiers;France;45.4859517, 6.5240205;à l entrée du magasin
Rue Charles Dupuis, 118;7390;Quaregnon;Belgique;50.4433028, 3.8685701;Nos boîtes se trouvent dans l accueil du Cpas, et sont accessibles du lundi au vendredi de 8h00 à 16h00. nous avons réalisé 3 boîtes, une à destination des enfants, une pour ados et une pour adultes.
Impasse de Bataille;70190;Bussières;France;47.3420795, 5.9778454;Dans l abri de bus en bois,en face de l'impasse Bataille
1 rue fourcade;75015;Paris;France;48.837742, 2.2974221;Boite à lire à côté de la station convention.
rue georges méliès;76420;Bihorel;France;49.4713495, 1.1423738;La boite est posée sur le grillage de l école maternelle Georges Méliès. A côté de la grille d'entrée , au châpitre à Bihorel.
place Colbert;76130;Mont Saint Aignan;France;49.4622138, 1.0711646;La boite à lire se trouve juste à côté de la pharmacie. Sous le préau. Place Colbert.
Centre Hospitalier Joseph Imbert, Quartier Fourchon;13200;ARLES;France;43.6575957, 4.6337414;La boite se trouve à l'établissement du Don du Sang. Une bibliothèque bien remplie, on peut en prendre ou en mettre.
10 Rue du Serre Blanc;26130;Saint Paul Trois châteaux;France;44.3463144, 4.7658108;Elle se situe dans le hall du bâtiment de mosaic à Saint Paul Trois châteaux
18 rue de Verdun;52000;Chaumont;France;48.111133, 5.1367056;Semblables à 2 grosses boîtes aux lettres situées sur le portail de l'agence de graphisme
2, Rue de l école;67310;TRAENHEIM;France;48.5952719, 7.4692164;Boite a livres de petite taille , fermée et accrochée sous un abri a l arrière de l'école , coté Mairie.
Avenue des Sorgues;84800;L Isle sur la Sorgue;France;43.9307085, 5.0584352;Jardins du lotissement clos Saint Michel - dans un vieux frigo
Rue Peysseguin;33190;LA REOLE;France;44.5822183, -0.0390084;En face de la crêperie dans la ruelle
place de la Mairie;95430;BUTRY SUR OISE;France;49.070075, 2.1721394;Placée devant la mairie
22 avenue de Limburg;69110;Ste-Foy-Lès-Lyon;France;45.7323355, 4.7782835;A l angle de la rue de Cuzieu, devant la Maison Nature de la Gravière
Place de l Europe;69340;Francheville;France;45.7386145, 4.7739971;Sous les arbres, à l angle de l'avenue du Chater et du chemin de Chantegrillet.
Place Duthu;65130;Esparros;France;43.0774122, 0.2807868;A côté des tables de pique-nique, au bord de l Ayguette ...
Place;65170;GRAILHEN;France;42.846779, 0.361128;Une lavouathèque dans l ancien Lavouadet, endroit où se lavait le linge
Place des saisons;92400;Courbevoie;France;48.8893027, 2.2518131;Dans le square de la place des saisons, en face de la pharmacie
PLACE DE LA BARRIERE DE BREST;29600;SAINT MARTIN DES CHAMPS;France;48.5749118, -3.8443112;PARVIS MAIRIE
11 route de Trèves;57480;Apach;France;49.4665188, 6.3719896;En face de la Tour Eiffel miniature, l ancien poste douanier a été réaménagé en Armoire à Livres. Il y a des ouvrages en français et en allemand, car c'est une armoire transfrontalière.
rue du Général De Gaulle;57100;Thionville;France;49.3609317, 6.1722727;Une armoire à livre rouge située au fond du Parc Napoléon, près de l aire de jeux
place de la République;57100;Thionville;France;49.3556716, 6.1639425;Une armoire à livre bleue située au fond du Parc Wilson, près de l aire de jeux
rue de la Gare;57270;Uckange;France;49.302257, 6.1574325;Grande armoire abritée sous le préau de la gare SNCF
rue du coteau;88000;dogneville;France;48.199137, 6.449579;La boite se trouve sur al gauche de la rue en descendant vers la Moselle.
Avenue saint Sulpice;60150;Le Plessis-brion;France;49.4617843, 2.8879358;Elle se trouve au croisement de l avenue saint Sulpice avec la rue d'offemont.
rue de l église;55800;MOGNEVILLE;France;48.7834803, 5.0051676;à côté de la mairie, dans la cour de l agence postale.2 cabines téléphoniques recyclées : une en boîte à lire l autre en boîte à dons ou l'on dépose les objets en bon état qui ne nous servent plus
6 Avenue des Ducs de la Force;24130;La Force;France;44.8669999, 0.3754394;Adossée à la maire
30 rue de la croix;74210;st ferreol;France;45.7656722, 6.3072084;informelle et a l'abri de la pluie, posez et prenez des livres tout au long de l'annee
1, rue l'hérisson;33800;BORDEAUX;France;44.8240446, -0.5779557;Nouvelle boite à lire à Bordeaux au centre d animation Argonne Nansouty. 
place de la gare;46100;figeac;France;44.6038644, 2.0373083;devant la gare
1, avenue du Pasteur Martin Luther King;78230;le pecq;France;48.8809252, 2.0957293;devant la piscine des Vignes Benettes
Place Madeleine Renaud ;36000;Châteauroux;France;46.8094906, 1.6910657;
Cours Saint-Luc;36000;Châteauroux;France;46.8116984, 1.6971159;
Route de Tours;36000;Châteauroux;France;46.8183627, 1.6777866;
Rue du Port Halte nautique;52200;CHAMPIGNY LES LANGRES;France;47.881873, 5.338596;
Parc de Dêomas;07100;ANNONAY;France;45.2564067, 4.6716341;A l intérieur du parc
17 Rue Carnot;92240;Malakoff;France;48.81219447783828, 2.2777587175369267;Boîte à lire dans la clôture du 17 rue Carnot
Route de fichous;64410;Louvigny;France;43.50127, -0.455592;Sous l'abri de bus situé juste à côté de la mairie
Rue des écoles;64410;Louvigny;France;43.5333488, -0.4077803;La cabane à partage.Ici pas seulement des livres, mais tous les objets dont sur le libre échange
jardin Olbuis Riquier;83400;Hyères;France;43.1107174, 6.1363658;une place de choix : un jardin rempli d'enfants
Gare sncf;88110;Raon l étape;France;48.403928, 6.837065;Elle est située dans le parc près de la gare sncf de raon l étape
parc Roscoff ;89000;Auxerre;France;47.7980889, 3.5770008;Cette boîte à lire se trouve dans l'allée entre le parc Roscoff et le parking Roscoff, dans le prolongement de l'allée Saint-Amarin.
rue des genets;29610;Plourin les morlaix;France;48.5365759, -3.787444;dans un petit square entre la maison de retraite Ker an dero et le centre social
place de la mairie;56380;GUER;France;47.9038157, -2.1202619;la municipalité devait en installer 4 avant cet été mais une seule est opérationnelle, celle-ci.
Place de l église;14740;Secqueville en Bessin;France;49.2358169, -0.5221852;Mise en place depuis peu, elle se situe à côté de l église.
Rue du Cardinal de Cabrières;34060;Montpellier;France;43.61383247870047, 3.874794244766236;Cette boîte à lire se situe à l intérieur du bâtiment 2 de la faculté de droit de Montpellier, au rez-de-chaussée.
Place Lénine;94500;Champigny sur marne;France;48.8123297, 2.5102498;Boite à dons d objets et de livres. Très bien fournie et agréable
Place du général Leclerc;80450;CAMON;France;49.8878248, 2.3444346;Boite à lire située juste en face du bar tabac Le Reinitas, sous le préau.
rue du bras de fer;34000;Montpellier;France;43.609653292220166, 3.8761299848556523;Petite boite à lire des commercants de la rue
place des acacias;49150;PONTIGNE;France;47.5483399, -0.0412;Réfrigérateur recyclé en boite à lire redécoré installé au fond de la place sous les arbres à côté d un banc pour éventuellement échanger quelques conversations avec les amateurs de livres
rue des bons raisins ;92500;Rueil-Malmaison;France;48.872489, 2.196155;à l'angle de la rue Voltaire.Ancienne cabine téléphonique
Place de la mairie;72110;Torcé-en-Vallée;France;48.1338421, 0.3967592;Sous le porche à côté de la Mairie
512 route de carpantras;84270;vedene;France;44.0053675, 4.9353842;Corbeille à livre se trouve dans le magasin betty fleur
rue du chay;17690;Angoulins sur mer;France;46.103333, -1.116998;Le port loiron. Boite à lire interessante car lorsqu on a oublié son livre on peut en trouver ici 
1 route d Azieu;69720;Saint-Bonnet-de-Mure;France;45.6939723, 5.0299008;en face de la place de l ancienne mairie
14 rue de l église;69720;Saint-Laurent-de-Mure;France;45.6846356, 5.0462725;La boite à livre est située dans la partie piétonne de la rue de l église, à l'entrée du bois du baron.
Rue de la Bastide;84210;Le Beaucet;France;43.9116, 5.198731;Dans le lavoir
Av. Jahn Reisen, 11 Urbanización Cañada del Río;35627;las palma;France;28.1668015, -14.2204713;boite a livre se trouve au fond du hall de l hotel SBH Monica beach costa calma Ile de  fuerteventura EspagneLivres en francais anglais espagnol et allemand
34 Avenue Beauregard;1700;Fribourg;Suisse;46.8019038, 7.145531;à côté de la boulangerie Lauper
Boulevard Robert Jarry;72000;Le mans;France;47.9962695, 0.1919746;Parvis Gare Nord
4 rue Marceau;72000;Le mans;France;48.0100187, 0.1812238;Parc Théodore Monod contre le bâtiment conciergerie du Parc, proche de l'espace jeux
Square Jaques Dubois;72000;Le mans;France;48.0086676, 0.1969221;Dans le vieux mans, Square Jacques Dubois, en face de la maison du Pilier Rouge.
place de la République;72000;Le mans;France;48.0037942, 0.1971069;place de la république, proche de la sortie du parking par les escaliers
4 rue Sinault;72000;Le mans;France;48.0065748, 0.2092179;Jardin des Plantes près du plan d eau, en arrivant par la rue de l'Éventail
Les Jalinieux;87250;Bessines-sur-Gartempe;France;46.104208, 1.33537;A côté du panneau d affichage
hameau de Malville;38510;Creys-Mépieu;France;45.7594205, 5.4731056;Cette boîte a été installée dans le Centre d'Information au Public de la Centrale Nucléaire EDF, par l équipe communication du site EDF de Creys. Elle est alimentée par les employés du site et par les visiteurs. La boîte contient des romans, guides, histoires pour enfants etc.
place de la Nouvelle Orléans;45000;Orléans;France;47.91888745931677, 1.8957746028900146;Installée par la mairie d Orléans
allée de l'arche;45650;Saint Jean le Blanc;France;47.8808537, 1.9358857;Beaucoup d'ouvrages enfants
Avenue de la 1ère Armée;83300;Draguignan;France;43.53215373199767, 6.473017930984498;A l'entrée du parc Chabran
8 Rue Condorcet;37540;ST CYR SUR LOIRE;France;47.4233032, 0.666242;
Place de la Nouvelle Orléans;45000;Orléans;France;47.919049240199946, 1.895844340324402;Installée par la mairie d'Orléans
Parc Pasteur;45000;Orléans;France;47.90752198516059, 1.911776661872864;Installée par la mairie d'Orléans, à côté des bancs entourant le petit lac
Place Dunois;45000;Orléans;France;47.90778448709789, 1.8938541412353518;Installée par la mairie d'Orléans
Place Saint Laurent;45000;Orléans;France;47.89899534220656, 1.8918371200561526;Installée par la mairie d'Orléans
Quai du Roi;45000;Orléans;France;47.8997621, 1.9257224;Installée par la mairie d'Orléans
Ecole Michel de la Fournière;45000;Orléans;France;47.92414328168131, 1.9263625144958498;Installée par la mairie d'Orléans
11 place de la Mairie;34120;Castelnau-de-Guers;France;43.43533382447299, 3.439401984214783;Elle se trouve face à la mairie
Avenue de Longueuil;7860O;Maisons-Laffitte;France;48.946882, 2.1463114;Bibliobox jaune
place de l'hotel de ville;83170;tourves;France;43.4051821, 5.9227072;Dans l'ancien lavoir du jardin d'astros
4 rue de la mairie;33720;VIRELADE;France;44.6676233, -0.3827877;La boite est à gauche du parc de jeux pour enfants. Beaucoup de livres entre 2012 et 2016
64 rue d Estienne d'orves;92500;RUEIL MALMAISON;France;48.8858936, 2.1800858;Ancienne cabine téléphonique réaménagée en bibliothèque, située sur la place du supermarché
Ruelle Maillet;59550;Maroilles;France;50.136823, 3.763156;
5 Avenue Robert Deschamps;59126;Linselles;France;50.7375893, 3.0821674;La boite à lire se trouve à l'entrée du centre enfance/famille de la commune
Avenue du général de Gaulle;59910;Bondues;France;50.7029457, 3.09747;La boite à lire se trouve à proximité du groupe scolaire Les Obeaux et près du complexe sportif.
La Manutention - Espace Delaroche;05200;EMBRUN;France;44.56322, 6.49769;LIONS CLUB
Place de l'eglise;74500;Féternes;France;46.4011797, 6.5877232;Belle Cabine téléphonique très bien rangée
12 chemin du Belvèdère;30900;NIMES;France;43.8327255, 4.3378844;Square de l'alouette, proche de l'ARAMAV
165 rue de Goulaine;44115;Basse Goulaine;France;47.2057779, -1.4580047;Sur la boîte aux lettres du numéro 165. Près de l arrêt de car.
Rue de l'Eglise;62120;Wittes;France;50.66885794953764, 2.3924016952514653;Située juste à la droite de la mairie, contre le mur avant la salle des fêtes Louis Vicart.
La Touille;24250;Cénac et Saint Julien;France;44.799433, 1.196735;sur la place de la mairie, à côté des toilettes et du distributeur bancaire
Tournepique;24250;Castelnaud la Chapelle;France;44.813891, 1.15092;sur la place commerçante en bas du bourg, entre la poste et la salle communale
avenue du Général Leclerc;24200;Sarlat;France;44.8865666, 1.2167814;côté Place de la Grande Rigaudie, à côté de la boite à lettres postale
33 rue principale;68390;Baldersheim;France;47.8019873, 7.3802075;A coté de la supérette , pour les adultes et en face de la mairie , dans la cabine téléphonique pour les enfants.
Le Bourg;33540;saint laurent du bois;France;44.635608, -0.136064;Dans l'abris en face de l'école
rue de la Maréchale;55000;Bar le Duc;France;48.771219, 5.162588;Parc de l'hôtel de ville avec 3 entrées possibleselle est située du côté des jeux pour enfants.  A  noter que cette boite à lire est peu remplie en hiver à cause des aléas climatiques :  humidité, froid
2 route de terrefort;24520;saint sauveur;France;44.8708, 0.579137;Parking de l'école la cabine téléphonique rouge.Prenez, lisez, emportez, déposez des livres quand vous voulez, comme vous voulez.
saint-rémy de provence;13160;CHATEAURENARD;France;43.8890038, 4.8416936;à côté des services techniques de la Mairie
Centre commercial Auchan;89200;Avallon;France;47.4983907, 3.9062736;Auchan a mis à disposition ses invendus au public avec l esprit de la "boîte à lire". On peut également en déposer. Il y a un peu de tout, mais très souvent des livres âgés...
34 rue Pierre goujon;84250;Le thor;France;43.9295121, 4.9952772;Boîte disponible hors jour de pluie
27 rue heureuse;59610;Feron;France;50.0465223, 4.0329343;Elle se trouve dans la salle d attente du dentiste.
18 allée Pierre Chevallier;45000;Orléans;France;47.9017745, 1.8798173;Cette boîte à lire est située devant l'entrée du centre d'animation sociale. Elle a été réalisée en partenariat avec les Papillons Blancs de l ADAPEI45 qui en ont fait les plans et le montage. L'installation et l'inauguration ont été effectuées par la ville d'Orléans. Elle dispose de deux étages. 1 pour les romans adultes. Et 1 autre pour la jeunesse.
rue Jules Ferry;91310;Linas;France;48.63163937346653, 2.266611456871033;bibliothèque en fer, vitrée, avec siège attenant
rue de la République;91340;Ollainville;France;48.58950326450243, 2.2199410200119023;bibliothèque vitrée avec siège attenant
rue de Marcoussis;91470;Limours;France;48.6455474, 2.0867169;bibliothèque astucieusement installée dans le renfoncement d une porte non utilisée d'un pavillon
Gare de Versailles chantiers;78000;Versailles;France;48.7956498, 2.1357247;Boîte de couleur orange, installée par la région IDF le 17 janvier 2018 à l'intérieur de la gare de Versailles chantiers à côté de l'entrée de la porte de Buc.
4 rue Florian laporte;56100;LORIENT;France;47.7311945, -3.3617847;Venez déposer, prendre, échanger des livres !Ici, on a un petit goût pour l'engagement solidaire !
place des halles;30660;Gallargues le Montueux;France;43.7215793, 4.1747188;Dans un angle sous cette magnifique Halles, vous trouverez une boite à livres.
59 rue Roger Glinel;50460;Querqueville;France;49.6654002, -1.6926045;Dans la cour, devant le centre socio-culturel
22 rue Charles de gaules;95170;Deuil la barre;France;48.97576, 2.3268297;Face au 22, devant l?affichage administratif
1 Rue du Rouillon;91160;Ballainvilliers;France;48.6766314, 2.2927494;Au début de la place, face au numéro 4
47 rue de la Libération;91590;Boissy-Le-Cutté;France;48.471769, 2.2861846;Sur le trottoir.
9 Rue Masséna;06110;Le Cannet;France;43.565441, 7.0183637;A l entrée du Square Carnot, au croisement de la rue Masséna et de l'avenue de Lyon
Rue de l Eglise;86470;Lavausseau;France;46.5599052, 0.069951;Située au coeur du village, près du restaurant  A fleur de peau" en face du parking ; à côté de l arrêt de car.
Place de la Mairie;85150;SAINT MATHURIN;France;46.5463768, -1.6717958;Proche de la boîte aux lettres de la Poste parking de la Mairie
Boulevard Henri Wallon;13130;BERRE-L ETANG;France;43.490929, 5.171946;Au niveau de la station-essence de Carrefour Market à côté de la laverie. Armoire rouge et blanche
5 rue de la Poste;79420;Reffannes;France;46.5498655, -0.1892063;Elle se trouve dans l agence Postale au niveau du guichet.
1 rue de la paix;62200;BOULOGNE SUR MER;France;50.7290738, 1.6105963;Boîte à lire entre l'eglise et Izmir Kabab
Place de la mairie;90360;La chapelle sous rougemont;France;47.7118113, 7.0152709;Face a la mairie et l ecole municipale.  Ancienne cabine téléphonique rouge
109, avenue des Prairies;50110;Tourlaville;France;49.6407989, -1.5798337;Près de la mairie
